Time (sec),Load of Online Machines(%), Lowest Load(%), Highest Load(%), # of Requests,Powered BED Count,Group Power(w),Active BED Count,S3 Powered Count,Online BED Count,Group Power Factor (%),Average CPU Core Temp. (°c), Hottest CPU Core Temp. (°c),WC Average CPU Core Temp (°c), WC Hottest CPU Core Temp (°c),Capacity Used(%),I/O Load of Online Machines(%),I/O Capacity Used(%), # Batch Jobs
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2810179280,0,0,0,0
2,0.3,0.15,3.87,0,33,3034,33,0,33,0.871212,35,48,0,2810179280,0,0,0,0
3,0.27,0.14,3.9,0,63,5973,63,0,63,0.89746,35,48,0,2810179280,0,0,0,0
4,0.26,0.16,3.98,0,64,6048,64,0,64,0.89875,35,48,0,2810179280,0,0,0,0
5,0.29,0.17,4.02,0,64,6051,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
6,0.29,0.15,3.89,0,64,6051,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
7,0.35,0.16,6.81,0,64,6053,64,0,64,0.897969,35,48,0,2810179280,0,0,0,0
8,0.33,0.15,7.26,0,64,6042,64,0,64,0.898437,35,49,0,2810179280,0,0,0,0
9,0.31,0.14,7.17,0,64,6039,64,0,64,0.898125,35,49,0,2810179280,0,0,0,0
10,0.25,0.16,4.08,0,64,6037,64,0,64,0.898125,35,49,0,2810179280,0,0,0,0
11,0.31,0.16,6.6,0,64,6037,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
12,0.25,0.14,3.85,0,64,6040,64,0,64,0.897969,35,48,0,2810179280,0,0,0,0
13,0.23,0.15,3.84,0,64,6040,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
14,0.25,0.14,3.9,0,64,6040,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
15,0.24,0.15,3.84,0,64,6023,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
16,0.26,0.15,3.92,0,64,6023,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
17,0.29,0.13,6.79,0,64,6021,64,0,64,0.898281,35,48,0,2810179280,0,0,0,0
18,0.32,0.14,7.19,0,64,6016,64,0,64,0.898281,35,48,0,2810179280,0,0,0,0
19.1,0.29,0.15,7.22,0,64,6029,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
20.1,0.28,0.17,3.96,0,64,6030,64,0,64,0.898281,34,48,0,2810179280,0,0,0,0
21.1,0.26,0.14,3.9,0,64,6033,64,0,64,0.897812,35,48,0,2810179280,0,0,0,0
22.1,0.26,0.14,3.92,0,64,6026,64,0,64,0.898125,35,48,0,2810179280,0,0,0,0
23.1,0.3,0.15,3.92,0,64,6033,64,0,64,0.897812,35,48,0,2810179280,0,0,0,0
24.1,0.23,0.15,3.88,0,64,6033,64,0,64,0.897812,35,48,0,2810179280,0,0,0,0
25.1,0.23,0.14,3.83,0,64,6031,64,0,64,0.897969,35,48,0,2810179280,0,0,0,0
26.1,0.25,0.15,3.87,0,64,6029,64,0,64,0.898594,35,48,0,2810179280,0,0,0,0
27.1,0.31,0.15,6.8,0,64,6029,64,0,64,0.898594,35,48,0,2810179280,0,0,0,0
28.1,0.31,0.14,7.18,0,64,6026,64,0,64,0.898437,35,48,0,2810179280,0,0,0,0
29.1,0.31,0.15,7.18,0,64,6030,64,0,64,0.898281,35,48,0,2810179280,0,0,0,0
30.1,37.31,27.26,46.73,0,64,6030,64,0,64,0.898281,36,48,0,2810179280,0,0,0,0
31.1,38.88,30.18,43.32,0,64,6037,64,0,64,0.9,39,49,0,2810179280,0,0,0,0
32.1,37.65,30.8,44.03,0,64,6037,64,0,64,0.9,39,49,0,2810179280,0,0,0,0
33.1,39.14,32.04,45.93,0,64,6044,64,0,64,0.907969,39,50,0,2810179280,0,0,0,0
34.1,39.27,31.13,45.12,0,64,6255,64,0,64,0.910781,40,50,0,2810179280,0,0,0,0
35.1,38.69,33.72,45.24,0,64,6255,64,0,64,0.910781,40,50,0,2810179280,0,0,0,0
36.1,38.79,34.91,44.32,0,64,7329,64,0,64,0.914688,40,50,0,2810179280,0,0,0,0
37.1,39.46,34.78,48.77,0,64,8280,64,0,64,0.916406,40,50,0,2810179280,0,0,0,0
38.1,39.37,34.53,43.27,0,64,8280,64,0,64,0.916406,40,51,0,2810179280,0,0,0,0
39.1,38.75,34.19,44.71,0,64,8348,64,0,64,0.916406,40,51,0,2810179280,0,0,0,0
40.1,39.06,34.08,43.16,0,64,8851,64,0,64,0.916094,41,51,0,2810179280,0,0,0,0
41.1,39.54,34.91,43.89,0,64,8914,64,0,64,0.916719,40,51,0,2810179280,0,0,0,0
42.1,39.08,35.98,42.66,0,64,8911,64,0,64,0.916719,41,51,0,2810179280,0,0,0,0
43.1,38.76,34.47,43.4,0,64,8911,64,0,64,0.9175,41,51,0,2810179280,0,0,0,0
44.1,39.5,34.93,43.63,0,64,8911,64,0,64,0.9175,41,51,0,2810179280,0,0,0,0
45.1,39.43,34.28,45.95,0,64,8926,64,0,64,0.917656,41,51,0,2810179280,0,0,0,0
46.1,38.77,35,42.99,0,64,8926,64,0,64,0.917656,41,51,0,2810179280,0,0,0,0
47.1,39.46,35.07,46.28,0,64,9003,64,0,64,0.9175,41,51,0,2810179280,0,0,0,0
48.1,39.93,36.63,46.47,0,64,9003,64,0,64,0.9175,41,51,0,2810179280,0,0,0,0
49.1,39.3,35.21,42.67,0,64,9003,64,0,64,0.917656,41,51,0,2810179280,0,0,0,0
50.1,39.53,35.86,45.59,0,64,8978,64,0,64,0.917656,42,51,0,2810179280,0,0,0,0
51.1,39.61,37.02,44.75,0,64,8978,64,0,64,0.917656,41,51,0,2810179280,0,0,0,0
52.1,39.61,36.24,46.84,0,64,8978,64,0,64,0.917656,42,51,0,2810179280,0,0,0,0
53.1,39.03,35.7,42.83,0,64,9003,64,0,64,0.9175,42,52,0,2810179280,0,0,0,0
54.1,39.82,34.89,45.01,0,64,9035,64,0,64,0.917813,42,52,0,2810179280,0,0,0,0
55.1,40.11,37.45,45.21,0,64,9048,64,0,64,0.917969,42,52,0,2810179280,0,0,0,0
56.1,39.62,36.8,46.12,0,64,9048,64,0,64,0.917969,42,53,0,2810179280,0,0,0,0
57.1,39.41,36.87,46.53,0,64,9024,64,0,64,0.917656,42,52,0,2810179280,0,0,0,0
58.1,39.72,37.37,43.01,0,64,9024,64,0,64,0.917656,42,52,0,2810179280,0,0,0,0
59.1,39.44,36.85,43.32,0,64,9024,64,0,64,0.917656,42,52,0,2810179280,0,0,0,0
60.1,39.54,36.54,45.16,0,64,9024,64,0,64,0.917656,42,53,0,2810179280,0,0,0,0
61.1,39.96,36.29,43.45,0,64,9063,64,0,64,0.917656,42,53,0,2810179280,0,0,0,0
62.1,40.09,37.17,45.95,0,64,9063,64,0,64,0.917656,42,53,0,2810179280,0,0,0,0
63.1,39.84,37.51,46.02,0,64,9050,64,0,64,0.9175,43,53,0,2810179280,0,0,0,0
64.1,39.8,37.48,47.02,0,64,9064,64,0,64,0.9175,43,53,0,2810179280,0,0,0,0
65.1,39.83,36.75,45.58,0,64,9070,64,0,64,0.917344,43,53,0,2810179280,0,0,0,0
66.1,40.03,36.38,45.86,0,64,9087,64,0,64,0.9175,43,53,0,2810179280,0,0,0,0
67.1,39.78,37.8,42.95,0,64,9087,64,0,64,0.9175,43,53,0,2810179280,0,0,0,0
68.1,40.23,37.68,43.94,0,64,9095,64,0,64,0.917656,43,53,0,2810179280,0,0,0,0
69.1,40.06,37.36,45.78,0,64,9088,64,0,64,0.9175,43,54,0,2810179280,0,0,0,0
70.1,39.84,36.83,44.47,0,64,9088,64,0,64,0.9175,43,54,0,2810179280,0,0,0,0
71.1,40.32,37.17,46.16,0,64,9090,64,0,64,0.9175,43,54,0,2810179280,0,0,0,0
72.1,40.4,36.88,48.42,0,64,9090,64,0,64,0.9175,43,54,0,2810179280,0,0,0,0
73.1,40.46,37.28,46.04,0,64,9090,64,0,64,0.9175,43,54,0,2810179280,0,0,0,0
74.1,40.04,37.02,48.87,0,64,9102,64,0,64,0.917656,43,54,0,2810179280,0,0,0,0
75.1,40.52,37.82,44.11,0,64,9119,64,0,64,0.917656,43,54,0,2810179280,0,0,0,0
76.1,40.7,38.08,46.13,0,64,9119,64,0,64,0.917656,44,54,0,2810179280,0,0,0,0
77.1,40.24,37.47,43.52,0,64,9146,64,0,64,0.917969,44,54,0,2810179280,0,0,0,0
78.1,40.45,37.44,43.25,0,64,9119,64,0,64,0.917813,44,54,0,2810179280,0,0,0,0
79.1,40.34,32.66,44.29,0,64,9119,64,0,64,0.917813,44,55,0,2810179280,0,0,0,0
80.1,40.42,38.17,43.59,0,64,9117,64,0,64,0.9175,44,55,0,2810179280,0,0,0,0
81.1,40.37,37.02,45.49,0,64,9120,64,0,64,0.9175,44,54,0,2810179280,0,0,0,0
82.1,40.74,37.45,47.38,0,64,9117,64,0,64,0.917813,44,55,0,2810179280,0,0,0,0
83.1,40.69,37.18,45.62,0,64,9117,64,0,64,0.917813,44,55,0,2810179280,0,0,0,0
84.1,40.72,38.16,48.79,0,64,9117,64,0,64,0.917813,44,55,0,2810179280,0,0,0,0
85.1,40.45,37.84,44.19,0,64,9125,64,0,64,0.917969,44,55,0,2810179280,0,0,0,0
86.1,40.81,34.03,44.37,0,64,9125,64,0,64,0.917969,44,55,0,2810179280,0,0,0,0
87.1,40.94,38.2,45.01,0,64,9125,64,0,64,0.917969,44,55,0,2810179280,0,0,0,0
88.1,40.43,37.64,43.34,0,64,9128,64,0,64,0.917969,44,55,0,2810179280,0,0,0,0
89.1,40.88,38.22,44.68,0,64,9130,64,0,64,0.9175,44,55,0,2810179280,0,0,0,0
90.1,41.05,38.2,45.57,0,64,9133,64,0,64,0.9175,44,55,0,2810179280,0,0,0,0
91.1,41.07,37.97,47.04,0,64,9133,64,0,64,0.9175,45,56,0,2810179280,0,0,0,0
92.1,40.83,37.73,45.89,0,64,9137,64,0,64,0.9175,45,56,0,2810179280,0,0,0,0
93.1,40.74,37.73,45.85,0,64,9151,64,0,64,0.9175,45,55,0,2810179280,0,0,0,0
94.1,40.88,37.69,43.61,0,64,9159,64,0,64,0.9175,45,55,0,2810179280,0,0,0,0
95.1,40.43,38.13,43.67,0,64,9159,64,0,64,0.9175,45,55,0,2810179280,0,0,0,0
96.1,40.58,37.09,45.07,0,64,9164,64,0,64,0.9175,45,55,0,2810179280,0,0,0,0
97.1,40.3,36.87,43.23,0,64,9164,64,0,64,0.9175,45,56,0,2810179280,0,0,0,0
98.1,40.27,37.53,43.77,0,64,9175,64,0,64,0.917656,45,56,0,2810179280,0,0,0,0
99.1,40.41,37.18,44.63,0,64,9179,64,0,64,0.917813,45,56,0,2810179280,0,0,0,0
100.1,40.44,37.22,50.74,0,64,9179,64,0,64,0.917813,45,56,0,2810179280,0,0,0,0
101.1,40.15,37.98,43.54,0,64,9169,64,0,64,0.917813,45,56,0,2810179280,0,0,0,0
102.2,40.25,37.79,46.38,0,64,9161,64,0,64,0.917344,45,56,0,2810179280,0,0,0,0
103.2,39.83,36.39,42.89,0,64,9144,64,0,64,0.917344,45,56,0,2810179280,0,0,0,0
104.2,39.94,37.36,43.48,0,64,9140,64,0,64,0.9175,45,57,0,2810179280,0,0,0,0
105.2,39.99,36.74,43.19,0,64,9140,64,0,64,0.9175,45,57,0,2810179280,0,0,0,0
106.2,40.08,37.12,43.49,0,64,9143,64,0,64,0.917813,46,56,0,2810179280,0,0,0,0
107.2,39.85,37.74,43.13,0,64,9140,64,0,64,0.917813,46,56,0,2810179280,0,0,0,0
108.2,40.05,37.91,45.97,0,64,9140,64,0,64,0.917813,46,56,0,2810179280,0,0,0,0
109.2,39.75,37.37,42.88,0,64,9136,64,0,64,0.917656,46,57,0,2810179280,0,0,0,0
110.2,39.72,37.03,45.8,0,64,9147,64,0,64,0.9175,46,57,0,2810179280,0,0,0,0
111.2,39.65,36.95,45.49,0,64,9147,64,0,64,0.9175,46,57,0,2810179280,0,0,0,0
112.2,39.37,35.78,42.8,0,64,9143,64,0,64,0.917656,46,57,0,2810179280,0,0,0,0
113.2,39.63,37.32,43.1,0,64,9130,64,0,64,0.917656,46,57,0,2810179280,0,0,0,0
114.2,39.33,37.12,43.57,0,64,9122,64,0,64,0.917813,46,57,0,2810179280,0,0,0,0
115.2,39.36,36.46,43.05,0,64,9115,64,0,64,0.917813,46,57,0,2810179280,0,0,0,0
116.2,39.24,36.95,43.3,0,64,9115,64,0,64,0.917813,46,57,0,2810179280,0,0,0,0
117.2,39.4,36.76,43.66,0,64,9114,64,0,64,0.917813,46,57,0,2810179280,0,0,0,0
118.2,39.17,36.67,43.95,0,64,9108,64,0,64,0.917656,46,57,0,2810179280,0,0,0,0
119.2,39.1,35.74,46.99,0,64,9108,64,0,64,0.917656,46,57,0,2810179280,0,0,0,0
120.2,39.18,36.54,45.69,0,64,9105,64,0,64,0.917656,46,57,0,2810179280,0,0,0,0
121.2,39.18,36.47,43.82,0,64,9109,64,0,64,0.917656,46,57,0,2810179280,0,0,0,0
122.2,39.12,36.24,42.36,0,64,9110,64,0,64,0.9175,46,57,0,2810179280,0,0,0,0
123.2,39.11,36.67,43.21,0,64,9111,64,0,64,0.9175,46,58,0,2810179280,0,0,0,0
124.2,38.76,35.03,42.33,0,64,9114,64,0,64,0.917656,46,58,0,2810179280,0,0,0,0
125.2,38.77,36.52,45.04,0,64,9102,64,0,64,0.9175,46,58,0,2810179280,0,0,0,0
126.2,38.67,33.67,43.73,0,64,9098,64,0,64,0.9175,46,58,0,2810179280,0,0,0,0
127.2,38.77,35.59,45.59,0,64,9086,64,0,64,0.917344,46,58,0,2810179280,0,0,0,0
128.2,38.81,36.26,43.85,0,64,9072,60,0,64,0.9175,46,58,0,2810179280,0,0,0,0
129.2,40.51,34.58,45.4,0,64,9072,60,0,64,0.9175,46,57,0,2810179280,0,0,0,0
130.2,41.23,36.88,46.92,0,64,9075,60,0,64,0.9175,47,57,0,2810179280,0,0,0,0
131.2,41.22,37.8,47.5,0,64,9080,60,0,64,0.9175,47,58,0,2810179280,0,0,0,0
132.2,41.03,38.14,45.36,0,64,9080,60,0,64,0.9175,47,58,0,2810179280,0,0,0,0
133.2,40.99,37.76,44.94,0,64,9098,60,0,64,0.917344,47,58,0,2810179280,0,0,0,0
134.2,41.01,38.54,47.92,0,64,9068,60,0,64,0.917188,47,58,0,2810179280,0,0,0,0
135.2,41.2,38.22,44.84,0,64,9040,60,0,64,0.916719,47,58,0,2810179280,0,0,0,0
136.2,40.91,37.86,47.56,0,64,9051,60,0,64,0.916875,47,58,0,2810179280,0,0,0,0
137.2,40.9,38.38,48.47,0,64,9051,60,0,64,0.916875,47,58,0,2810179280,0,0,0,0
138.2,40.61,38.34,46.36,0,64,9032,56,0,64,0.917031,47,59,0,2810179280,0,0,0,0
139.2,43.69,40.48,50.26,0,64,9039,56,0,64,0.917031,47,59,0,2810179280,0,0,0,0
140.2,43.52,39.57,48.34,0,64,9039,56,0,64,0.917031,47,59,0,2810179280,0,0,0,0
141.2,43.61,39.78,48.17,0,64,9005,56,0,64,0.917031,47,59,0,2810179280,0,0,0,0
142.2,43.36,39.23,46.29,0,64,9010,56,0,64,0.91625,47,59,0,2810179280,0,0,0,0
143.2,43.26,40.4,46.54,0,64,9010,56,0,64,0.91625,47,59,0,2810179280,0,0,0,0
144.2,42.88,39.18,47.63,0,64,9000,56,0,64,0.915625,47,59,0,2810179280,0,0,0,0
145.2,43.46,39.67,49.41,0,64,9048,56,0,64,0.915469,47,59,0,2810179280,0,0,0,0
146.2,43.35,38.36,48.52,0,64,8979,56,0,64,0.915469,47,59,0,2810179280,0,0,0,0
147.2,43.02,40.04,47.79,0,64,8945,52,0,64,0.915156,47,59,0,2810179280,0,0,0,0
148.2,46.51,43.26,52.02,0,64,8955,52,0,64,0.915156,47,60,0,2810179280,0,0,0,0
149.2,45.15,41.54,49.67,0,64,8962,52,0,64,0.915156,47,60,0,2810179280,0,0,0,0
150.2,46.18,42.43,50.24,0,64,8950,52,0,64,0.915469,47,59,0,2810179280,0,0,0,0
151.2,46.12,41.77,50.57,0,64,8950,52,0,64,0.915469,47,60,0,2810179280,0,0,0,0
152.2,45.23,41.86,49.47,0,64,8953,52,0,64,0.914688,47,60,0,2810179280,0,0,0,0
153.2,46.2,43.08,50.61,0,64,8953,52,0,64,0.914688,47,59,0,2810179280,0,0,0,0
154.2,45.81,41.57,50.33,0,64,8966,52,0,64,0.914531,47,60,0,2810179280,0,0,0,0
155.2,45.52,42.52,48.46,0,64,8869,52,0,64,0.914219,47,60,0,2810179280,0,0,0,0
156.2,46.17,41.59,50.28,0,64,8838,48,0,64,0.914375,47,60,0,2810179280,0,0,0,0
157.2,48.2,43.98,54.27,0,64,8838,48,0,64,0.914375,47,59,0,2810179280,0,0,0,0
158.2,49.41,45.76,54.88,0,64,8807,48,0,64,0.914375,47,59,0,2810179280,0,0,0,0
159.2,48.96,45.83,53.89,0,64,8825,48,0,64,0.914063,47,58,0,2810179280,0,0,0,0
160.2,49.05,45.02,55.13,0,64,8814,48,0,64,0.913594,47,58,0,2810179280,0,0,0,0
161.2,48.67,44.46,53.59,0,64,8814,48,0,64,0.913594,47,58,0,2810179280,0,0,0,0
162.2,48.56,45.89,53.29,0,64,8825,48,0,64,0.913281,47,58,0,2810179280,0,0,0,0
163.2,48.82,45.95,53.03,0,64,8775,48,0,64,0.912969,47,59,0,2810179280,0,0,0,0
164.2,48.44,45.21,54.93,0,64,8775,48,0,64,0.912969,47,59,0,2810179280,0,0,0,0
165.2,48.4,44.05,51.71,0,64,8775,44,0,64,0.912969,47,59,0,2810179280,0,0,0,0
166.2,51.84,48.89,55.71,0,64,8690,44,0,64,0.912656,47,59,0,2810179280,0,0,0,0
167.2,52.79,48.18,56.73,0,64,8690,44,0,64,0.912656,47,59,0,2810179280,0,0,0,0
168.2,52.09,49.14,56.25,0,64,8684,44,0,64,0.9125,47,59,0,2810179280,0,0,0,0
169.2,52.35,48.19,56.96,0,64,8688,44,0,64,0.912656,47,59,0,2810179280,0,0,0,0
170.2,52.2,47.93,57.37,0,64,8704,44,0,64,0.912813,47,59,0,2810179280,0,0,0,0
171.2,51.67,48.26,56.01,0,64,8675,44,0,64,0.912656,47,59,0,2810179280,0,0,0,0
172.2,52.05,47.98,56.16,0,64,8675,44,0,64,0.912656,47,60,0,2810179280,0,0,0,0
173.2,52.05,47.46,55.81,0,64,8718,44,0,64,0.912813,47,60,0,2810179280,0,0,0,0
174.2,51.85,47.85,56.04,0,64,8621,40,0,64,0.912188,47,60,0,2810179280,0,0,0,0
175.2,52.19,47.28,56.28,0,64,8621,40,0,64,0.912188,47,59,0,2810179280,0,0,0,0
176.2,56.07,51.81,64.13,0,64,8635,40,0,64,0.912188,47,59,0,2810179280,0,0,0,0
177.2,55.9,51.68,61.33,0,64,8631,40,0,64,0.911875,47,59,0,2810179280,0,0,0,0
178.3,55.87,52.51,61.29,0,64,8622,40,0,64,0.912031,47,60,0,2810179280,0,0,0,0
179.3,55.85,51.68,59.94,0,64,8643,40,0,64,0.911563,47,60,0,2810179280,0,0,0,0
180.3,56.36,51.73,62.06,0,64,8652,40,0,64,0.911719,47,60,0,2810179280,0,0,0,0
181.3,55.15,51.47,61.68,0,64,8652,40,0,64,0.911719,47,60,0,2810179280,0,0,0,0
182.3,55.8,52.93,59.89,0,64,8509,40,0,64,0.91125,47,60,0,2810179280,0,0,0,0
183.3,55.5,51.27,60.33,0,64,8535,40,0,64,0.911563,47,60,0,2810179280,0,0,0,0
184.3,55.51,51.08,59.32,0,64,8555,40,0,64,0.911094,47,60,0,2810179280,0,0,0,0
185.3,55.48,50.52,61.2,0,64,8536,40,0,64,0.910938,47,60,0,2810179280,0,0,0,0
186.3,55.48,51.67,59.61,0,64,8532,40,0,64,0.910781,47,60,0,2810179280,0,0,0,0
187.3,55.09,49.91,60,0,63,8528,40,0,64,0.910625,47,60,0,2810179280,0,0,0,0
188.3,55.29,50.47,60.03,0,62,8528,40,0,63,0.910625,47,60,0,2810179280,0,0,0,0
189.3,55.04,52.18,58.47,0,60,8528,40,0,61,0.910625,48,60,0,2810179280,0,0,0,0
190.3,55.23,50.23,60.41,0,60,8531,40,0,60,0.910938,48,61,0,2810179280,0,0,0,0
191.3,55.21,51.64,60.68,0,60,8532,40,0,60,0.91125,48,61,0,2810179280,0,0,0,0
192.3,54.93,50.73,58.82,0,60,8532,40,0,60,0.91125,48,61,0,2810179280,0,0,0,0
193.3,54.75,50.35,59.6,0,60,8530,40,0,60,0.91125,48,61,0,2810179280,0,0,0,0
194.3,54.84,51.62,59.22,0,60,8527,40,0,60,0.911406,48,61,0,2810179280,0,0,0,0
195.3,54.47,50.66,58.31,0,60,8523,40,0,60,0.911406,48,61,0,2810179280,0,0,0,0
196.3,54.83,51.78,60,0,60,8523,40,0,60,0.911406,48,61,0,2810179280,0,0,0,0
197.3,54.45,51.07,57.19,0,58,8530,40,0,59,0.91125,48,61,0,2810179280,0,0,0,0
198.3,54.79,50,63.04,0,56,8510,40,0,57,0.901094,49,61,0,2810179280,0,0,0,0
199.3,54.18,51.02,57.78,0,56,8510,40,0,56,0.901094,49,61,0,2810179280,0,0,0,0
200.3,54.45,50.72,58.4,0,56,8510,40,0,56,0.901094,49,61,0,2810179280,0,0,0,0
201.3,54,51.34,57.92,0,56,8364,40,0,56,0.881563,49,61,0,2810179280,0,0,0,0
202.3,53.83,49.65,57.79,0,56,8364,40,0,56,0.881563,49,61,0,2810179280,0,0,0,0
203.3,54.7,50.89,60.45,0,56,8356,40,0,56,0.881719,49,61,0,2810179280,0,0,0,0
204.3,53.89,51.31,58.24,0,56,8245,40,0,56,0.880938,49,61,0,2810179280,0,0,0,0
205.3,54.45,52.24,56.96,0,56,8231,40,0,56,0.88125,49,61,0,2810179280,0,0,0,0
206.3,54.04,50.52,58.29,0,54,8233,40,0,55,0.868125,49,61,0,2810179280,0,0,0,0
207.3,53.91,51.46,58.23,0,52,8245,40,0,53,0.847813,49,62,0,2810179280,0,0,0,0
208.3,54.05,51,58.5,0,52,8256,40,0,52,0.848438,50,62,0,2810179280,0,0,0,0
209.3,53.96,51.45,60.11,0,52,8172,40,0,52,0.840313,50,61,0,2810179280,0,0,0,0
210.3,53.72,50.02,58.33,0,52,8172,40,0,52,0.840313,50,62,0,2810179280,0,0,0,0
211.3,54.08,50.8,57.23,0,52,7990,40,0,52,0.839531,50,62,0,2810179280,0,0,0,0
212.3,53.75,50.83,56.63,0,52,7917,40,0,52,0.839219,50,62,0,2810179280,0,0,0,0
213.3,54.33,50.49,57.29,0,52,7917,40,0,52,0.839219,50,62,0,2810179280,0,0,0,0
214.3,54.22,49.73,57.34,0,52,7900,40,0,52,0.839219,50,62,0,2810179280,0,0,0,0
215.3,54.51,50.55,59.21,0,50,7878,40,0,51,0.811563,50,62,0,2810179280,0,0,0,0
216.3,54.82,52.34,58.48,0,48,7878,40,0,49,0.811563,50,62,0,2810179280,0,0,0,0
217.3,54.41,50.5,60.49,0,48,7869,40,0,48,0.811094,51,62,0,2810179280,0,0,0,0
218.3,54.55,51.77,58.04,0,48,7695,40,0,48,0.804844,51,62,0,2810179280,0,0,0,0
219.3,55.12,52.44,58.25,0,48,7611,40,0,48,0.799375,51,62,0,2810179280,0,0,0,0
220.3,55.14,52.24,58.77,0,48,7630,40,0,48,0.799531,51,62,0,2810179280,0,0,0,0
221.3,55.69,51.86,61.27,0,48,7630,40,0,48,0.799531,51,62,0,2810179280,0,0,0,0
222.3,55.35,52.05,61.12,0,48,7549,40,0,48,0.792656,51,62,0,2810179280,0,0,0,0
223.3,55.59,51.55,60.93,0,48,7554,40,0,48,0.786563,51,62,0,2810179280,0,0,0,0
224.3,55.67,51.4,60.74,0,46,7554,40,0,47,0.786563,51,62,0,2810179280,0,0,0,0
225.3,55.46,50.99,62.02,0,45,7545,40,0,45,0.7725,52,62,0,2810179280,0,0,0,0
226.3,55.98,52.47,58.68,0,45,7552,40,0,45,0.7775,52,63,0,2810179280,0,0,0,0
227.3,55.25,51.35,59.41,0,44,7515,40,0,45,0.763125,52,63,0,2810179280,0,0,0,0
228.3,56.45,53.08,61.28,0,44,7398,40,0,44,0.757344,52,63,0,2810179280,0,0,0,0
229.3,55.81,51.92,60.91,0,44,7394,40,0,44,0.757656,52,63,0,2810179280,0,0,0,0
230.3,56.55,50.37,61.83,0,44,7334,40,0,44,0.757344,52,63,0,2810179280,0,0,0,0
231.3,56.13,53.26,61.47,0,44,7191,40,0,44,0.756719,52,63,0,2810179280,0,0,0,0
232.3,56.49,50.56,61.06,0,44,7198,40,0,44,0.755781,52,63,0,2810179280,0,0,0,0
233.3,56.28,51.69,62.1,0,44,7179,40,0,44,0.749375,52,63,0,2810179280,0,0,0,0
234.3,56.86,51.99,62.3,0,42,7179,40,0,43,0.749375,53,63,0,2810179280,0,0,0,0
235.3,56.78,52.27,61.73,0,40,7174,40,0,41,0.739219,53,63,0,2810179280,0,0,0,0
236.3,57.02,51.32,62.08,0,40,7147,40,0,40,0.745313,53,64,0,2810179280,0,0,0,0
237.3,57.27,52.54,64.46,0,40,7147,40,0,40,0.745313,53,64,0,2810179280,0,0,0,0
238.3,56.91,52.18,62.99,0,40,7147,40,0,40,0.745313,54,63,0,2810179280,0,0,0,0
239.3,57.87,51.93,61.62,0,40,6977,40,0,40,0.733594,53,64,0,2810179280,0,0,0,0
240.3,57,50.69,63.31,0,40,6990,40,0,40,0.733125,54,64,0,2810179280,0,0,0,0
241.3,57.56,52.41,63.1,0,40,7013,40,0,40,0.729375,54,64,0,2810179280,0,0,0,0
242.3,57.45,53.95,63.61,0,40,7013,40,0,40,0.729375,54,63,0,2810179280,0,0,0,0
243.3,57.96,52.48,64.92,0,40,7014,40,0,40,0.729531,54,63,0,2810179280,0,0,0,0
244.3,57.69,53.32,62.03,0,40,6961,40,0,40,0.714531,54,64,0,2810179280,0,0,0,0
245.3,58.74,54.94,63.42,0,40,6961,40,0,40,0.714531,54,64,0,2810179280,0,0,0,0
246.3,57.67,53.01,61.3,0,40,6857,40,0,40,0.69875,54,64,0,2810179280,0,0,0,0
247.3,58.99,54.3,64.36,0,40,6778,40,0,40,0.689688,54,64,0,2810179280,0,0,0,0
248.3,58.45,52.18,64.03,0,40,6778,40,0,40,0.689688,54,64,0,2810179280,0,0,0,0
249.3,59.11,53.44,64.22,0,40,6681,40,0,40,0.689375,54,64,0,2810179280,0,0,0,0
250.3,58.4,53.86,62.42,0,44,6694,40,0,40,0.684219,54,64,0,2810179280,0,0,0,0
251.3,57.79,0.46,64.18,0,44,6795,41,0,41,0.688462,54,64,0,2810179280,0,0,0,0
252.3,57,0.48,64.03,0,44,6790,41,0,41,0.688,54,64,0,2810179280,0,0,0,0
253.3,58.07,15.32,63.64,0,44,6779,41,0,41,0.687692,54,64,0,2810179280,0,0,0,0
254.3,57,1.93,65.03,0,44,6785,41,0,41,0.703692,54,64,0,2810179280,0,0,0,0
255.4,58.32,9.06,64.02,0,44,6793,41,0,41,0.704154,54,64,0,2810179280,0,0,0,0
256.4,57.32,12.42,64.12,0,44,6793,41,0,41,0.704154,54,64,0,2810179280,0,0,0,0
257.4,58.71,13.97,64.97,0,44,6891,41,0,41,0.720923,54,64,0,2810179280,0,0,0,0
258.4,57.9,12.69,68.56,0,44,6891,41,0,41,0.720923,54,64,0,2810179280,0,0,0,0
259.4,58.68,15.46,65.19,0,44,6885,41,0,41,0.721231,54,65,0,2810179280,0,0,0,0
260.4,58.22,15.17,65.8,0,44,7016,41,0,41,0.718,54,64,0,2810179280,0,0,0,0
261.4,59.15,15.37,64.52,0,44,7176,41,0,41,0.718923,54,64,0,2810179280,0,0,0,0
