Time (sec),Load of Online Machines(%), Lowest Load(%), Highest Load(%), # of Requests,Powered BED Count,Group Power(w),Active BED Count,S3 Powered Count,Online BED Count,Group Power Factor (%),Average CPU Core Temp. (°c), Hottest CPU Core Temp. (°c),WC Average CPU Core Temp (°c), WC Hottest CPU Core Temp (°c),Capacity Used(%),I/O Load of Online Machines(%),I/O Capacity Used(%), # Batch Jobs
4321.3,54.94,50.9,62.16,0,41,6803,41,0,41,0.699844,60,74,0,2810179280,0,0,0,0
4322.3,54.68,51.2,59.64,0,41,6807,41,0,41,0.699375,60,75,0,2810179280,0,0,0,0
4323.3,54.7,49.61,61.35,0,41,6803,41,0,41,0.699531,60,74,0,2810179280,0,0,0,0
4324.3,54.47,51.73,59,0,41,6808,41,0,41,0.7,60,74,0,2810179280,0,0,0,0
4325.3,54.7,51.65,59.03,0,41,6808,41,0,41,0.7,60,74,0,2810179280,0,0,0,0
4326.3,54.57,51.23,60.95,0,41,6808,41,0,41,0.7,60,74,0,2810179280,0,0,0,0
4327.3,54.29,48.91,58.82,0,41,6792,41,0,41,0.705313,60,74,0,2810179280,0,0,0,0
4328.3,55.15,51.06,60.82,0,41,6793,41,0,41,0.705625,60,74,0,2810179280,0,0,0,0
4329.3,54.5,50.96,61.6,0,41,6793,41,0,41,0.705625,60,74,0,2810179280,0,0,0,0
4330.3,55.17,52.15,59.72,0,41,6819,41,0,41,0.700156,60,74,0,2810179280,0,0,0,0
4331.3,54.34,50.54,58.87,0,41,6821,41,0,41,0.7,60,74,0,2810179280,0,0,0,0
4332.3,54.89,49.32,58.66,0,41,6829,41,0,41,0.699844,60,74,0,2810179280,0,0,0,0
4333.3,55.15,50.9,59.51,0,41,6829,41,0,41,0.699844,60,74,0,2810179280,0,0,0,0
4334.3,54.74,50.06,58.33,0,41,6819,41,0,41,0.704531,60,74,0,2810179280,0,0,0,0
4335.3,54.91,50.29,59.95,0,41,6802,41,0,41,0.704375,60,74,0,2810179280,0,0,0,0
4336.3,54.88,51,59.01,0,41,6804,41,0,41,0.704844,60,74,0,2810179280,0,0,0,0
4337.3,54.9,50.63,60.13,0,41,6813,41,0,41,0.705625,60,75,0,2810179280,0,0,0,0
4338.3,55.15,51.5,60.71,0,41,6809,41,0,41,0.706563,60,74,0,2810179280,0,0,0,0
4339.3,55.01,50,61.07,0,41,6809,41,0,41,0.706563,60,74,0,2810179280,0,0,0,0
4340.3,55.14,51.16,60.34,0,41,6808,41,0,41,0.706094,60,74,0,2810179280,0,0,0,0
4341.3,54.62,50.22,59.37,0,41,6838,41,0,41,0.705,60,74,0,2810179280,0,0,0,0
4342.3,55.41,50.79,61.69,0,41,6838,41,0,41,0.705,60,74,0,2810179280,0,0,0,0
4343.3,54.88,50.93,60.63,0,41,6845,41,0,41,0.705,60,74,0,2810179280,0,0,0,0
4344.3,55.55,50.44,59.94,0,41,6832,41,0,41,0.699219,60,74,0,2810179280,0,0,0,0
4345.3,54.93,50.28,59.99,0,41,6837,41,0,41,0.699219,60,74,0,2810179280,0,0,0,0
4346.3,54.96,51.56,58.66,0,41,6827,41,0,41,0.699688,60,74,0,2810179280,0,0,0,0
4347.3,55.6,51.91,61.31,0,41,6827,41,0,41,0.699688,60,74,0,2810179280,0,0,0,0
4348.3,54.61,50.39,58.79,0,41,6820,41,0,41,0.705313,60,74,0,2810179280,0,0,0,0
4349.3,55.72,50.46,59.99,0,41,6815,41,0,41,0.705,60,74,0,2810179280,0,0,0,0
4350.4,54.73,51.02,63.03,0,41,6815,41,0,41,0.705,60,74,0,2810179280,0,0,0,0
4351.4,55.01,51.95,58.77,0,41,6825,41,0,41,0.703906,60,74,0,2810179280,0,0,0,0
4352.4,55.44,52.24,59.6,0,41,6831,41,0,41,0.704375,60,74,0,2810179280,0,0,0,0
4353.4,54.92,50.22,60.83,0,41,6831,41,0,41,0.704375,60,74,0,2810179280,0,0,0,0
4354.4,55.01,51.98,61.86,0,41,6832,41,0,41,0.705,60,74,0,2810179280,0,0,0,0
4355.4,54.45,49.64,60.1,0,41,6823,41,0,41,0.705781,60,74,0,2810179280,0,0,0,0
4356.4,54.21,51.54,57.15,0,41,6824,41,0,41,0.705781,60,74,0,2810179280,0,0,0,0
4357.4,54.25,50.32,60.52,0,41,6826,41,0,41,0.705313,60,74,0,2810179280,0,0,0,0
4358.4,54.06,50.41,63.32,0,41,6826,41,0,41,0.704844,60,74,0,2810179280,0,0,0,0
4359.4,54.37,49.15,58.39,0,41,6839,41,0,41,0.704688,60,74,0,2810179280,0,0,0,0
4360.4,53,49.87,60.23,0,41,6831,41,0,41,0.704688,60,74,0,2810179280,0,0,0,0
4361.4,53.36,48.94,55.95,0,41,6831,41,0,41,0.704688,60,74,0,2810179280,0,0,0,0
4362.4,53.31,50.02,58.89,0,41,6810,41,0,41,0.704375,60,74,0,2810179280,0,0,0,0
4363.4,52.95,48.35,56.84,0,41,6810,37,0,41,0.704375,60,74,0,2810179280,0,0,0,0
4364.4,57.58,54.37,62.87,0,41,6801,37,0,41,0.703906,60,73,0,2810179280,0,0,0,0
4365.4,56.76,52.74,60.85,0,41,6780,37,0,41,0.704531,60,73,0,2810179280,0,0,0,0
4366.4,56.8,52.09,61.24,0,41,6776,37,0,41,0.704531,60,72,0,2810179280,0,0,0,0
4367.4,56.34,52.5,62.23,0,41,6723,37,0,41,0.704219,60,73,0,2810179280,0,0,0,0
4368.4,55.64,51.08,61.46,0,41,6727,37,0,41,0.704063,60,73,0,2810179280,0,0,0,0
4369.4,55.86,51.99,62.83,0,41,6739,37,0,41,0.698438,60,71,0,2810179280,0,0,0,0
4370.4,55.77,50.58,62.22,0,41,6756,37,0,41,0.698281,60,70,0,2810179280,0,0,0,0
4371.4,55.27,50.9,61.03,0,41,6756,37,0,41,0.698281,60,71,0,2810179280,0,0,0,0
4372.4,55.18,52.15,59.09,0,41,6589,37,0,41,0.702969,60,71,0,2810179280,0,0,0,0
4373.4,55.02,51.61,59.8,0,41,6618,37,0,41,0.703281,60,70,0,2810179280,0,0,0,0
4374.4,55.28,49.74,61.83,0,41,6618,37,0,41,0.703281,60,70,0,2810179280,0,0,0,0
4375.4,54.38,49.99,59.43,0,41,6618,37,0,41,0.703281,60,70,0,2810179280,0,0,0,0
4376.4,54.78,50.17,60.14,0,41,6580,37,0,41,0.703125,60,71,0,2810179280,0,0,0,0
4377.4,54.04,49.88,58.63,0,41,6580,37,0,41,0.703125,60,70,0,2810179280,0,0,0,0
4378.4,53.94,50.91,58.62,0,41,6567,37,0,41,0.703281,60,71,0,2810179280,0,0,0,0
4379.4,53.55,50.05,58.73,0,41,6561,37,0,41,0.703125,60,70,0,2810179280,0,0,0,0
4380.4,53.47,50.61,57.17,0,41,6554,37,0,41,0.703594,60,70,0,2810179280,0,0,0,0
4381.4,52.98,48.23,57.1,0,41,6571,37,0,41,0.704063,60,71,0,2810179280,0,0,0,0
4382.4,52.78,49.29,56.68,0,41,6571,37,0,41,0.704063,60,70,0,2810179280,0,0,0,0
4383.4,52.67,49.41,56.59,0,41,6557,37,0,41,0.698594,60,70,0,2810179280,0,0,0,0
4384.4,52.27,47.85,56.11,0,41,6526,33,0,41,0.698438,60,70,0,2810179280,0,0,0,0
4385.4,57.47,52.56,63.18,0,41,6526,33,0,41,0.698438,59,71,0,2810179280,0,0,0,0
4386.4,56.49,52.56,60.7,0,41,6523,33,0,41,0.703125,59,71,0,2810179280,0,0,0,0
4387.4,56.82,52.81,61.29,0,41,6509,33,0,41,0.702969,59,71,0,2810179280,0,0,0,0
4388.4,56.46,52.31,63.13,0,41,6510,33,0,41,0.702969,59,70,0,2810179280,0,0,0,0
4389.4,56.19,51.25,62.71,0,41,6516,33,0,41,0.7025,59,70,0,2810179280,0,0,0,0
4390.4,55.83,51.23,62.18,0,41,6414,33,0,41,0.701719,59,70,0,2810179280,0,0,0,0
4391.4,55.4,50.66,59.93,0,41,6414,33,0,41,0.701719,59,70,0,2810179280,0,0,0,0
4392.4,55.81,49.61,62.08,0,41,6406,33,0,41,0.702031,59,70,0,2810179280,0,0,0,0
4393.4,54.82,51.03,58.96,0,41,6385,33,0,41,0.702031,59,70,0,2810179280,0,0,0,0
4394.4,55.76,51.68,59.96,0,41,6345,33,0,41,0.702656,59,71,0,2810179280,0,0,0,0
4395.4,54.32,51.29,58.28,0,41,6345,33,0,41,0.702656,59,71,0,2810179280,0,0,0,0
4396.4,54.32,48.65,57.46,0,41,6339,33,0,41,0.702656,59,70,0,2810179280,0,0,0,0
4397.4,53.94,50.24,58.94,0,41,6324,33,0,41,0.702031,59,70,0,2810179280,0,0,0,0
4398.4,53.72,49.23,57.73,0,41,6324,33,0,41,0.702031,59,71,0,2810179280,0,0,0,0
4399.4,53.72,50.05,57.66,0,41,6324,33,0,41,0.702031,59,71,0,2810179280,0,0,0,0
4400.4,52.81,47.74,55.48,0,41,6301,33,0,41,0.701719,59,70,0,2810179280,0,0,0,0
4401.4,53.84,51.09,57.66,0,41,6300,33,0,41,0.700938,59,70,0,2810179280,0,0,0,0
4402.4,52.12,47.46,55.93,0,41,6310,33,0,41,0.700625,59,70,0,2810179280,0,0,0,0
4403.4,52.88,49.89,57.95,0,41,6310,33,0,41,0.700625,59,70,0,2810179280,0,0,0,0
4404.4,52.27,47.98,56.62,0,41,6273,33,0,41,0.696094,59,70,0,2810179280,0,0,0,0
4405.4,51.75,48.25,57.23,0,41,6263,33,0,41,0.696563,59,70,0,2810179280,0,0,0,0
4406.4,51.87,47.55,56.71,0,41,6263,33,0,41,0.696563,59,70,0,2810179280,0,0,0,0
4407.4,50.85,47.22,55.28,0,41,6257,33,0,41,0.702344,59,71,0,2810179280,0,0,0,0
4408.4,51.5,46.87,55.17,0,41,6236,29,0,41,0.701719,58,71,0,2810179280,0,0,0,0
4409.4,55.82,52.32,61.13,0,41,6236,29,0,41,0.701719,58,70,0,2810179280,0,0,0,0
4410.4,56.47,51.25,60.34,0,41,6249,29,0,41,0.701719,58,70,0,2810179280,0,0,0,0
4411.4,56.13,51.97,61.25,0,41,6242,29,0,41,0.701875,58,70,0,2810179280,0,0,0,0
4412.4,56.47,50.56,62.6,0,41,6246,29,0,41,0.702344,58,70,0,2810179280,0,0,0,0
4413.4,55.44,50.58,62.91,0,41,6232,29,0,41,0.702188,58,70,0,2810179280,0,0,0,0
4414.4,57.38,52.84,62.8,0,41,6248,29,0,41,0.702656,58,70,0,2810179280,0,0,0,0
4415.4,56.56,53.35,61.34,0,41,6226,29,0,41,0.702188,58,70,0,2810179280,0,0,0,0
4416.4,56.94,53.1,60.73,0,41,6198,29,0,41,0.701563,58,71,0,2810179280,0,0,0,0
4417.4,57.81,54.07,63.4,0,41,6198,29,0,41,0.701563,58,71,0,2810179280,0,0,0,0
4418.4,57.36,52.2,61.96,0,41,6199,29,0,41,0.700938,58,70,0,2810179280,0,0,0,0
4419.4,58.68,54.01,62.7,0,41,6218,29,0,41,0.701406,58,71,0,2810179280,0,0,0,0
4420.4,58.06,53.83,63.13,0,41,6221,29,0,41,0.700781,58,71,0,2810179280,0,0,0,0
4421.4,60.04,55.43,64.91,0,41,6216,29,0,41,0.700781,58,71,0,2810179280,0,0,0,0
4422.4,59.11,54.77,62.47,0,39,6216,29,0,41,0.700781,58,71,0,2810179280,0,0,0,0
4423.4,60.07,56.38,64.96,0,38,6216,29,0,39,0.700781,59,70,0,2810179280,0,0,0,0
4424.4,52.59,0.19,64.52,0,38,6216,33,0,38,0.700938,59,70,0,2810179280,0,0,0,0
4425.4,53.46,0.16,64.89,0,38,6231,33,0,38,0.700938,59,70,0,2810179280,0,0,0,0
4426.4,53.7,1.47,67.64,0,38,6231,33,0,38,0.700938,59,70,0,2810179280,0,0,0,0
4427.4,54.22,5.04,63.01,0,38,6234,33,0,38,0.701875,59,70,0,2810179280,0,0,0,0
4428.4,54.35,8.54,64.57,0,38,6233,33,0,38,0.702031,59,70,0,2810179280,0,0,0,0
4429.4,55.72,19.69,64.69,0,38,6263,33,0,38,0.702188,59,71,0,2810179280,0,0,0,0
4430.4,55.67,35.48,63.71,0,38,6263,33,0,38,0.702188,59,71,0,2810179280,0,0,0,0
4431.4,56.81,45.97,63.48,0,38,6263,33,0,38,0.702188,59,70,0,2810179280,0,0,0,0
4432.4,56.58,43.68,67.16,0,38,6342,33,0,38,0.681094,59,70,0,2810179280,0,0,0,0
4433.4,57.59,51.6,63.12,0,38,6342,33,0,38,0.681094,59,70,0,2810179280,0,0,0,0
4434.4,57.12,51.33,63.52,0,38,6342,33,0,38,0.681094,59,70,0,2810179280,0,0,0,0
4435.4,58.48,54.04,67.53,0,38,6360,33,0,38,0.677031,59,70,0,2810179280,0,0,0,0
4436.4,57.65,52.5,62.53,0,38,6120,33,0,38,0.668438,59,70,0,2810179280,0,0,0,0
4437.5,58.61,49.72,66.79,0,38,6129,33,0,38,0.668594,59,70,0,2810179280,0,0,0,0
4438.5,58.62,52.54,65.96,0,38,6129,33,0,38,0.668594,59,71,0,2810179280,0,0,0,0
4439.5,59.21,52.53,63.64,0,38,6134,33,0,38,0.673438,59,71,0,2810179280,0,0,0,0
4440.5,53.37,0.17,63.91,0,38,6130,37,0,38,0.673125,59,70,0,2810179280,0,0,0,0
4441.5,52.8,0.18,63.6,0,38,6145,37,0,38,0.672969,60,70,0,2810179280,0,0,0,0
4442.5,54.3,0.18,64.31,0,38,6163,37,0,38,0.672656,59,70,0,2810179280,0,0,0,0
4443.5,53.23,1.47,64.57,0,38,6163,37,0,38,0.672969,59,70,0,2810179280,0,0,0,0
4444.5,55.28,14.04,63.66,0,38,6163,37,0,38,0.672969,60,71,0,2810179280,0,0,0,0
4445.5,54.39,18.07,63.27,0,38,6170,37,0,38,0.672813,60,71,0,2810179280,0,0,0,0
4446.5,56.37,23.61,67.11,0,38,6182,37,0,38,0.674063,60,71,0,2810179280,0,0,0,0
4447.5,55.39,23.71,65.95,0,38,6182,37,0,38,0.674063,60,70,0,2810179280,0,0,0,0
4448.5,57,45.26,63.8,0,38,6203,37,0,38,0.673906,60,70,0,2810179280,0,0,0,0
4449.5,56.14,50.17,62.39,0,38,6255,37,0,38,0.674063,60,70,0,2810179280,0,0,0,0
4450.5,57.72,51.86,64.07,0,38,6255,37,0,38,0.674063,60,70,0,2810179280,0,0,0,0
4451.5,56.76,51.21,62.24,0,38,6269,37,0,38,0.673906,60,70,0,2810179280,0,0,0,0
4452.5,58.19,51.93,65.39,0,38,6269,37,0,38,0.673906,60,70,0,2810179280,0,0,0,0
4453.5,57.94,52.87,64.22,0,38,6338,37,0,38,0.66875,60,71,0,2810179280,0,0,0,0
4454.5,58.41,52.17,64.25,0,38,6359,37,0,38,0.66875,60,70,0,2810179280,0,0,0,0
4455.5,58.37,51.51,65.6,0,38,6359,37,0,38,0.66875,60,70,0,2810179280,0,0,0,0
4456.5,59.38,54.24,66.04,0,38,6400,37,0,38,0.668281,60,71,0,2810179280,0,0,0,0
4457.5,58.81,53.98,63.71,0,41,6396,37,0,38,0.668906,60,70,0,2810179280,0,0,0,0
4458.5,56.97,0.17,67.03,0,41,6497,39,0,39,0.673385,60,70,0,2810179280,0,0,0,0
4459.5,56.32,0.19,63.86,0,41,6495,39,0,39,0.673692,60,71,0,2810179280,0,0,0,0
4460.5,57.1,0.21,65.44,0,41,6501,39,0,39,0.679077,60,70,0,2810179280,0,0,0,0
4461.5,57.26,7.18,66.11,0,41,6510,39,0,39,0.679077,60,70,0,2810179280,0,0,0,0
4462.5,57.53,13.09,64.47,0,41,6510,39,0,39,0.682769,60,70,0,2810179280,0,0,0,0
4463.5,58.4,13.94,68.03,0,41,6533,39,0,39,0.678462,60,70,0,2810179280,0,0,0,0
4464.5,58.2,13.97,64.6,0,41,6590,39,0,39,0.684769,60,70,0,2810179280,0,0,0,0
4465.5,58.5,14.8,67.15,0,41,6698,39,0,39,0.703385,60,71,0,2810179280,0,0,0,0
4466.5,59.09,15.82,65.85,0,41,6698,39,0,39,0.703385,60,71,0,2810179280,0,0,0,0
4467.5,59.23,16.18,65.13,0,41,6790,39,0,39,0.709538,60,71,0,2810179280,0,0,0,0
4468.5,59.39,14.76,65.23,0,41,6790,39,0,39,0.709538,60,70,0,2810179280,0,0,0,0
4469.5,58.53,0.42,66.77,0,45,7019,40,0,40,0.714091,60,70,0,2810179280,0,0,0,0
4470.5,58.13,0.4,67.03,0,45,7036,40,0,40,0.708485,60,70,0,2810179280,0,0,0,0
4471.5,58.72,5.8,69.44,0,45,7036,40,0,40,0.708485,60,70,0,2810179280,0,0,0,0
4472.5,58.63,9.86,65.82,0,45,7051,40,0,40,0.708636,60,70,0,2810179280,0,0,0,0
4473.5,58.96,15,65.6,0,45,7080,40,0,40,0.711212,60,70,0,2810179280,0,0,0,0
4474.5,58.4,8.93,66.77,0,49,7079,40,0,40,0.721061,60,71,0,2810179280,0,0,0,0
4475.5,56.89,0.46,65.52,0,49,7172,41,0,41,0.733731,59,70,0,2810179280,0,0,0,0
4476.5,57.07,0.44,64.94,0,49,7172,41,0,41,0.733731,59,70,0,2810179280,0,0,0,0
4477.5,56.35,14.72,63.71,0,49,7298,41,0,41,0.742687,59,70,0,2810179280,0,0,0,0
4478.5,56.21,10.92,64.68,0,49,7390,41,0,41,0.74403,59,70,0,2810179280,0,0,0,0
4479.5,55.21,14.18,63.22,0,49,7390,41,0,41,0.74403,59,70,0,2810179280,0,0,0,0
4480.5,55.36,10.73,64.82,0,49,7394,41,0,41,0.744179,59,70,0,2810179280,0,0,0,0
4481.5,54.34,12.5,62.43,0,49,7559,41,0,41,0.772836,59,70,0,2810179280,0,0,0,0
4482.5,54.03,13.71,62.5,0,49,7559,41,0,41,0.772836,59,70,0,2810179280,0,0,0,0
4483.5,54.28,13.95,63.96,0,49,7568,41,0,41,0.772687,59,70,0,2810179280,0,0,0,0
4484.5,53.37,14.09,61.41,0,49,7813,41,0,41,0.776567,59,70,0,2810179280,0,0,0,0
4485.5,53.04,15.38,61.24,0,49,7820,41,0,41,0.776567,59,71,0,2810179280,0,0,0,0
4486.5,55.81,51.19,62.55,0,49,7456,37,0,38,0.7675,61,70,0,2810179280,0,0,0,0
4487.5,56.28,49.97,60.36,0,49,7456,37,0,38,0.7675,61,70,0,2810179280,0,0,0,0
4488.5,57.39,52.58,62.59,0,49,7508,37,0,38,0.768281,61,70,0,2810179280,0,0,0,0
4489.5,56.22,50.61,63.21,0,49,7485,37,0,38,0.7675,61,70,0,2810179280,0,0,0,0
4490.5,56.37,52.18,60.85,0,49,7485,37,0,38,0.7675,61,70,0,2810179280,0,0,0,0
4491.5,55.8,50.84,61.18,0,49,7506,37,0,38,0.767969,61,70,0,2810179280,0,0,0,0
4492.5,55,51.08,62.44,0,49,7506,37,0,38,0.767969,61,71,0,2810179280,0,0,0,0
4493.5,55.18,51.06,60.06,0,49,7474,37,0,38,0.768906,61,71,0,2810179280,0,0,0,0
4494.5,54.39,51.43,58.7,0,49,7488,37,0,38,0.769063,61,70,0,2810179280,0,0,0,0
4495.5,53.91,50.92,62.05,0,49,7494,37,0,38,0.769063,61,70,0,2810179280,0,0,0,0
4496.5,53.59,49.93,56.92,0,49,7494,37,0,38,0.769063,61,70,0,2810179280,0,0,0,0
4497.5,52.83,47.75,63.41,0,49,7445,37,0,38,0.767969,61,71,0,2810179280,0,0,0,0
4498.5,53.01,48.96,57.06,0,49,7410,37,0,38,0.767031,61,70,0,2810179280,0,0,0,0
4499.5,51.38,48.3,56.92,0,49,7397,37,0,38,0.766875,61,70,0,2810179280,0,0,0,0
4500.5,51.92,47.38,58.01,0,49,7397,37,0,38,0.766875,61,70,0,2810179280,0,0,0,0
4501.5,50.65,47.92,55.26,0,49,7380,33,0,38,0.76625,61,70,0,2810179280,0,0,0,0
4502.5,52.76,47.59,60.18,0,49,7352,33,0,38,0.765938,60,70,0,2810179280,0,0,0,0
4503.5,55.11,51.01,59.55,0,49,7352,33,0,38,0.765938,60,70,0,2810179280,0,0,0,0
4504.5,54.79,51.29,61.41,0,49,7352,33,0,38,0.765938,60,71,0,2810179280,0,0,0,0
4505.5,54.02,51.26,58.57,0,49,7297,33,0,38,0.766406,60,71,0,2810179280,0,0,0,0
4506.5,53.92,50.06,59.57,0,49,7297,33,0,38,0.766406,60,70,0,2810179280,0,0,0,0
4507.5,53.15,50.86,56.18,0,49,7169,33,0,38,0.765781,60,70,0,2810179280,0,0,0,0
4508.5,52.52,47.33,58.48,0,49,7169,33,0,38,0.765781,60,70,0,2810179280,0,0,0,0
4509.5,51.83,47.9,55.91,0,49,7166,33,0,38,0.765469,60,70,0,2810179280,0,0,0,0
4510.5,51.34,45.37,57.28,0,49,7137,33,0,38,0.765,60,70,0,2810179280,0,0,0,0
4511.5,52.96,47.17,57.34,0,49,7137,29,0,38,0.765,60,71,0,2810179280,0,0,0,0
4512.5,56.62,52.08,61.38,0,49,7104,29,0,38,0.764375,60,71,0,2810179280,0,0,0,0
4513.5,55.59,52.25,63.63,0,49,7098,29,0,38,0.764375,59,71,0,2810179280,0,0,0,0
4514.5,55.31,51.92,60.7,0,49,7098,29,0,38,0.764375,59,70,0,2810179280,0,0,0,0
4515.5,54.55,51.31,61.05,0,49,7091,29,0,38,0.764375,59,70,0,2810179280,0,0,0,0
4516.5,54.65,50.16,62.67,0,49,6908,29,0,38,0.763906,59,70,0,2810179280,0,0,0,0
4517.5,53.41,50.13,56.61,0,49,6904,29,0,38,0.764063,59,71,0,2810179280,0,0,0,0
4518.5,52.77,46.86,56.71,0,49,6916,29,0,38,0.763906,59,70,0,2810179280,0,0,0,0
4519.5,52.41,48.15,56.33,0,49,6847,29,0,38,0.762969,59,70,0,2810179280,0,0,0,0
4520.5,51.3,48.02,54.97,0,49,6847,29,0,38,0.762969,59,70,0,2810179280,0,0,0,0
4521.6,50.7,45.99,55.05,0,49,6850,29,0,38,0.763438,59,70,0,2810179280,0,0,0,0
4522.6,50.41,46.48,55.35,0,49,6850,29,0,38,0.763438,59,70,0,2810179280,0,0,0,0
4523.6,52.06,46.45,60.58,0,49,6815,25,0,38,0.763438,59,70,0,2810179280,0,0,0,0
4524.6,55.73,50.85,61.23,0,49,6815,25,0,38,0.763438,59,70,0,2810179280,0,0,0,0
4525.6,54.78,49.88,59.51,0,49,6832,25,0,38,0.763125,59,70,0,2810179280,0,0,0,0
4526.6,54.16,50.4,57.45,0,49,6822,25,0,38,0.762813,59,70,0,2810179280,0,0,0,0
4527.6,53.84,50.21,56.18,0,49,6822,25,0,38,0.762813,58,70,0,2810179280,0,0,0,0
4528.6,53.03,49.95,57.6,0,49,6822,25,0,38,0.762813,58,70,0,2810179280,0,0,0,0
4529.6,51.97,47.95,56.54,0,49,6815,25,0,38,0.762813,58,70,0,2810179280,0,0,0,0
4530.6,51.74,48.05,55.63,0,49,6729,25,0,38,0.762031,58,70,0,2810179280,0,0,0,0
4531.6,50.49,47.2,54.62,0,49,6729,25,0,38,0.762031,58,70,0,2810179280,0,0,0,0
4532.6,51.31,47.15,58.19,0,49,6691,25,0,38,0.762031,58,70,0,2810179280,0,0,0,0
4533.6,49.23,46.33,53.66,0,49,6616,25,0,38,0.761719,58,70,0,2810179280,0,0,0,0
4534.6,50.73,44.41,55.52,0,49,6594,25,0,38,0.761563,58,70,0,2810179280,0,0,0,0
4535.6,50.54,46.04,53.53,0,49,6594,25,0,38,0.761563,58,70,0,2810179280,0,0,0,0
4536.6,52.49,47.13,56.58,0,49,6594,25,0,38,0.761563,58,70,0,2810179280,0,0,0,0
4537.6,51.4,47.5,56.3,0,49,6616,25,0,38,0.7625,58,70,0,2810179280,0,0,0,0
4538.6,53.61,49.74,56.91,0,49,6608,25,0,38,0.762031,58,71,0,2810179280,0,0,0,0
4539.6,53.48,49.23,62.89,0,49,6608,25,0,38,0.762031,58,71,0,2810179280,0,0,0,0
4540.6,54.65,51.62,59.35,0,49,6584,25,0,38,0.762344,58,71,0,2810179280,0,0,0,0
4541.6,54.35,51.24,58.81,0,49,6584,25,0,38,0.762344,58,71,0,2810179280,0,0,0,0
4542.6,55.55,52.59,60.06,0,49,6586,25,0,38,0.762188,58,71,0,2810179280,0,0,0,0
4543.6,55.97,53.33,59.63,0,49,6586,25,0,38,0.762188,58,71,0,2810179280,0,0,0,0
4544.6,56.4,53.04,61.54,0,49,6622,25,0,38,0.762031,58,71,0,2810179280,0,0,0,0
4545.6,57.41,53.34,62.85,0,49,6634,25,0,38,0.762188,58,71,0,2810179280,0,0,0,0
4546.6,58.5,53.47,63.24,0,48,6632,25,0,38,0.762188,58,71,0,2810179280,0,0,0,0
4547.6,58.64,54.62,63.99,0,48,6638,25,0,37,0.762188,59,71,0,2810179280,0,0,0,0
4548.6,59.61,54.9,63.11,0,48,6658,25,0,37,0.7625,59,71,0,2810179280,0,0,0,0
4549.6,59.63,56.29,66.18,0,48,6658,25,0,37,0.7625,59,71,0,2810179280,0,0,0,0
4550.6,51.83,0.16,65.49,0,48,6655,29,0,37,0.762344,59,71,0,2810179280,0,0,0,0
4551.6,53.14,0.17,67.32,0,48,6658,29,0,37,0.762344,59,71,0,2810179280,0,0,0,0
4552.6,53.31,0.18,64.66,0,48,6658,29,0,37,0.762344,59,71,0,2810179280,0,0,0,0
4553.6,54.14,2.32,65.24,0,48,6657,29,0,37,0.7625,59,71,0,2810179280,0,0,0,0
4554.6,54.6,11.92,67.33,0,48,6665,29,0,37,0.758281,59,71,0,2810179280,0,0,0,0
4555.6,55.63,24.62,65.3,0,48,6662,29,0,37,0.758594,59,71,0,2810179280,0,0,0,0
4556.6,56.11,35.99,63.62,0,48,6687,29,0,37,0.758438,59,71,0,2810179280,0,0,0,0
4557.6,56.87,36.76,66.05,0,48,6687,29,0,37,0.758438,59,71,0,2810179280,0,0,0,0
4558.6,57.48,45.15,64.19,0,48,6763,29,0,37,0.753125,59,71,0,2810179280,0,0,0,0
4559.6,58.78,51.56,63.33,0,48,6763,29,0,37,0.753125,59,71,0,2810179280,0,0,0,0
4560.6,58.41,53.95,62.29,0,48,6763,29,0,37,0.753125,59,71,0,2810179280,0,0,0,0
4561.6,59.83,54.62,66.65,0,48,6803,29,0,37,0.754063,59,71,0,2810179280,0,0,0,0
4562.6,53.18,0.16,66.92,0,48,6724,33,0,37,0.753281,59,71,0,2810179280,0,0,0,0
4563.6,53.2,0.18,64.66,0,48,6724,33,0,37,0.753281,59,71,0,2810179280,0,0,0,0
4564.7,54.16,1,65.93,0,48,6738,33,0,37,0.753125,60,71,0,2810179280,0,0,0,0
4565.7,54.75,3.94,66.04,0,48,6771,33,0,37,0.7525,59,71,0,2810179280,0,0,0,0
4566.7,54.45,0.17,65.36,0,48,6750,33,0,37,0.75375,60,71,0,2810179280,0,0,0,0
4567.7,56.13,3.9,64.88,0,48,6793,33,0,37,0.754219,60,71,0,2810179280,0,0,0,0
4568.7,56.67,28.33,66.07,0,48,6834,33,0,37,0.754531,60,71,0,2810179280,0,0,0,0
4569.7,57.57,37.67,63.8,0,48,6840,33,0,37,0.754375,60,71,0,2810179280,0,0,0,0
4570.7,58.05,46.01,64.59,0,46,6856,33,0,37,0.753438,60,71,0,2810179280,0,0,0,0
4571.7,58.65,49.83,63.26,0,44,6856,33,0,35,0.753438,60,71,0,2810179280,0,0,0,0
4572.7,58.66,54.98,62.49,0,44,6914,33,0,33,0.753281,61,71,0,2810179280,0,0,0,0
4573.7,59.74,54.3,68.73,0,44,6914,33,0,33,0.753281,61,72,0,2810179280,0,0,0,0
4574.7,59.74,54.47,66.26,0,48,6948,33,0,33,0.753438,61,72,0,2810179280,0,0,0,0
4575.7,58.93,0.42,66.02,0,48,7038,34,0,34,0.757385,61,71,0,2810179280,0,0,0,0
4576.7,58.42,0.43,65.67,0,48,7028,34,0,34,0.756923,61,71,0,2810179280,0,0,0,0
